in,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,style,titratable_acidity_ratio,acidity_index,sulfur_dioxide_ratio,chlorides_density_ratio,alcohol_ph_index,sulphates_alcohol_ratio,pH_category,quality_category
1551,7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.99768,3.44,0.54,9.4,5,red,10.597014925373132,7.77,0.6666666666666666,0.08319300777804507,32.336,0.0574468085106383,medium,average
1552,6.3,0.68,0.01,3.7,0.103,32.0,54.0,0.99586,3.51,0.66,11.3,6,red,9.26470588235294,6.989999999999999,0.5925925925925926,0.1034281927178519,39.663,0.0584070796460177,high,average
1553,7.3,0.735,0.0,2.2,0.08,18.0,28.0,0.99765,3.41,0.6,9.4,5,red,9.931972789115646,8.035,0.6428571428571429,0.08018844284067558,32.054,0.06382978723404255,medium,average
1554,6.6,0.855,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,6,red,7.719298245614035,7.475,0.6521739130434783,0.062232125829343454,38.94,0.05454545454545454,high,average
1555,7.0,0.56,0.17,1.7,0.065,15.0,24.0,0.99514,3.44,0.68,10.55,7,red,12.499999999999998,7.73,0.625,0.06531744277187129,36.292,0.06445497630331753,medium,good
1556,6.6,0.88,0.04,2.2,0.066,12.0,20.0,0.99636,3.53,0.56,9.9,5,red,7.5,7.52,0.6,0.06624111766831266,34.947,0.05656565656565657,high,average
1558,6.9,0.63,0.33,6.7,0.235,66.0,115.0,0.99787,3.22,0.56,9.5,5,red,10.952380952380953,7.86,0.5739130434782609,0.2355016184472927,30.590000000000003,0.05894736842105264,medium,average
1559,7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5,red,13.0,8.66,0.2366412213740458,0.08030354740920681,31.779,0.052525252525252523,medium,average
1562,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5,red,10.359712230215829,8.025,0.6,0.07634661362586141,33.229,0.05346534653465347,medium,average
1565,6.7,0.67,0.02,1.9,0.061,26.0,42.0,0.99489,3.39,0.82,10.9,6,red,10.0,7.39,0.6190476190476191,0.06131331101930866,36.951,0.07522935779816513,medium,average
1566,6.7,0.16,0.64,2.1,0.059,24.0,52.0,0.99494,3.34,0.71,11.2,6,red,41.875,7.5,0.46153846153846156,0.059300058294972556,37.407999999999994,0.06339285714285714,medium,average
1568,7.0,0.56,0.13,1.6,0.077,25.0,42.0,0.99629,3.34,0.59,9.2,5,red,12.499999999999998,7.69,0.5952380952380952,0.07728673378233245,30.727999999999998,0.0641304347826087,medium,average
1569,6.2,0.51,0.14,1.9,0.056,15.0,34.0,0.99396,3.48,0.57,11.5,6,red,12.156862745098039,6.85,0.4411764705882353,0.05634029538412009,40.02,0.049565217391304345,medium,average
1570,6.4,0.36,0.53,2.2,0.23,19.0,35.0,0.9934,3.37,0.93,12.4,6,red,17.77777777777778,7.290000000000001,0.5428571428571428,0.23152808536339844,41.788000000000004,0.075,medium,average
1571,6.4,0.38,0.14,2.2,0.038,15.0,25.0,0.99514,3.44,0.65,11.1,6,red,16.842105263157894,6.92,0.6,0.03818558192817091,38.184,0.058558558558558564,medium,average
1572,7.3,0.69,0.32,2.2,0.069,35.0,104.0,0.99632,3.33,0.51,9.5,5,red,10.579710144927537,8.31,0.33653846153846156,0.06925485787698732,31.635,0.05368421052631579,medium,average
1573,6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,3.58,0.67,12.5,6,red,10.344827586206897,6.78,0.3,0.07540189208481204,44.75,0.0536,high,average
1574,5.6,0.31,0.78,13.9,0.074,23.0,92.0,0.99677,3.39,0.48,10.5,6,red,18.064516129032256,6.6899999999999995,0.25,0.0742397945363524,35.595,0.045714285714285714,medium,average
1575,7.5,0.52,0.4,2.2,0.06,12.0,20.0,0.99474,3.26,0.64,11.8,6,red,14.423076923076923,8.42,0.6,0.06031726883406719,38.467999999999996,0.05423728813559322,medium,average
1576,8.0,0.3,0.63,1.6,0.081,16.0,29.0,0.99588,3.3,0.78,10.8,6,red,26.666666666666668,8.930000000000001,0.5517241379310345,0.08133510061453188,35.64,0.07222222222222222,medium,average
1577,6.2,0.7,0.15,5.1,0.076,13.0,27.0,0.99622,3.54,0.6,11.9,6,red,8.857142857142858,7.050000000000001,0.48148148148148145,0.07628837003874646,42.126000000000005,0.050420168067226885,high,average
1578,6.8,0.67,0.15,1.8,0.118,13.0,20.0,0.9954,3.42,0.67,11.3,6,red,10.149253731343283,7.62,0.65,0.11854530841872614,38.646,0.05929203539823009,medium,average
1579,6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,11.3,5,red,11.071428571428571,6.85,0.75,0.05331884670328565,40.002,0.053097345132743355,high,average
1580,7.4,0.35,0.33,2.4,0.068,9.0,26.0,0.9947,3.36,0.6,11.9,6,red,21.142857142857146,8.08,0.34615384615384615,0.06836232029757716,39.984,0.050420168067226885,medium,average
1582,6.1,0.715,0.1,2.6,0.053,13.0,27.0,0.99362,3.57,0.5,11.9,5,red,8.531468531468532,6.914999999999999,0.48148148148148145,0.053340311185362616,42.483,0.04201680672268907,high,average
1583,6.2,0.46,0.29,2.1,0.074,32.0,98.0,0.99578,3.33,0.62,9.8,5,red,13.478260869565217,6.95,0.32653061224489793,0.0743136034063749,32.634,0.06326530612244897,medium,average
1584,6.7,0.32,0.44,2.4,0.061,24.0,34.0,0.99484,3.29,0.8,11.6,7,red,20.9375,7.460000000000001,0.7058823529411765,0.06131639258574243,38.164,0.06896551724137931,medium,good
1585,7.2,0.39,0.44,2.6,0.066,22.0,48.0,0.99494,3.3,0.84,11.5,6,red,18.46153846153846,8.03,0.4583333333333333,0.06633565843166422,37.949999999999996,0.07304347826086956,medium,average
1586,7.5,0.31,0.41,2.4,0.065,34.0,60.0,0.99492,3.34,0.85,11.4,6,red,24.193548387096776,8.219999999999999,0.5666666666666667,0.06533188598078238,38.076,0.07456140350877193,medium,average
1587,5.8,0.61,0.11,1.8,0.066,18.0,28.0,0.99483,3.55,0.66,10.9,6,red,9.508196721311476,6.5200000000000005,0.6428571428571429,0.06634299327523296,38.695,0.060550458715596334,high,average
1588,7.2,0.66,0.33,2.5,0.068,34.0,102.0,0.99414,3.27,0.78,12.8,6,red,10.909090909090908,8.19,0.3333333333333333,0.06840082885710262,41.856,0.0609375,medium,average
1589,6.6,0.725,0.2,7.8,0.073,29.0,79.0,0.9977,3.29,0.54,9.2,5,red,9.10344827586207,7.5249999999999995,0.3670886075949367,0.07316828706023853,30.267999999999997,0.05869565217391305,medium,average
1590,6.3,0.55,0.15,1.8,0.077,26.0,35.0,0.99314,3.32,0.82,11.6,6,red,11.454545454545453,7.0,0.7428571428571429,0.07753186861872445,38.512,0.0706896551724138,medium,average
1591,5.4,0.74,0.09,1.7,0.089,16.0,26.0,0.99402,3.67,0.56,11.6,6,red,7.297297297297298,6.23,0.6153846153846154,0.08953542182249853,42.571999999999996,0.048275862068965524,high,average
1592,6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,6,red,12.352941176470587,6.9399999999999995,0.725,0.07632514511820356,37.62,0.06818181818181818,medium,average
1593,6.8,0.62,0.08,1.9,0.068,28.0,38.0,0.99651,3.42,0.82,9.5,6,red,10.96774193548387,7.5,0.7368421052631579,0.0682381511475048,32.49,0.0863157894736842,medium,average
1594,6.2,0.6,0.08,2.0,0.09,32.0,44.0,0.9949,3.45,0.58,10.5,5,red,10.333333333333334,6.88,0.7272727272727273,0.09046135289978892,36.225,0.05523809523809523,medium,average
1595,5.9,0.55,0.1,2.2,0.062,39.0,51.0,0.99512,3.52,0.76,11.2,6,red,10.727272727272727,6.55,0.7647058823529411,0.062304043733419086,39.424,0.06785714285714287,high,average
1597,5.9,0.645,0.12,2.0,0.075,32.0,44.0,0.99547,3.57,0.71,10.2,5,red,9.147286821705427,6.665,0.7272727272727273,0.07534129607120255,36.413999999999994,0.0696078431372549,high,average
1598,6.0,0.31,0.47,3.6,0.067,18.0,42.0,0.99549,3.39,0.66,11.0,6,red,19.35483870967742,6.779999999999999,0.42857142857142855,0.06730353896071282,37.29,0.060000000000000005,medium,average
1599,7.0,0.27,0.36,20.7,0.045,45.0,170.0,1.001,3.0,0.45,8.8,6,white,25.925925925925924,7.63,0.2647058823529412,0.04495504495504496,26.400000000000002,0.05113636363636363,medium,average
1600,6.3,0.3,0.34,1.6,0.049,14.0,132.0,0.994,3.3,0.49,9.5,6,white,21.0,6.9399999999999995,0.10606060606060606,0.04929577464788733,31.349999999999998,0.05157894736842105,medium,average
1601,8.1,0.28,0.4,6.9,0.05,30.0,97.0,0.9951,3.26,0.44,10.1,6,white,28.928571428571423,8.78,0.30927835051546393,0.050246206411415945,32.925999999999995,0.04356435643564357,medium,average
1602,7.2,0.23,0.32,8.5,0.058,47.0,186.0,0.9956,3.19,0.4,9.9,6,white,31.304347826086957,7.750000000000001,0.25268817204301075,0.05825632784250703,31.581,0.04040404040404041,medium,average
1605,6.2,0.32,0.16,7.0,0.045,30.0,136.0,0.9949,3.18,0.47,9.6,6,white,19.375,6.680000000000001,0.22058823529411764,0.04523067644989446,30.528,0.04895833333333333,medium,average
1608,8.1,0.22,0.43,1.5,0.044,28.0,129.0,0.9938,3.22,0.45,11.0,6,white,36.81818181818181,8.75,0.21705426356589147,0.04427450191185349,35.42,0.04090909090909091,medium,average
1609,8.1,0.27,0.41,1.45,0.033,11.0,63.0,0.9908,2.99,0.56,12.0,5,white,29.999999999999996,8.78,0.1746031746031746,0.033306419055308845,35.88,0.04666666666666667,low,average
1610,8.6,0.23,0.4,4.2,0.035,17.0,109.0,0.9947,3.14,0.53,9.7,5,white,37.391304347826086,9.23,0.1559633027522936,0.035186488388458836,30.458,0.054639175257731966,medium,average
1611,7.9,0.18,0.37,1.2,0.04,16.0,75.0,0.992,3.18,0.63,10.8,5,white,43.88888888888889,8.45,0.21333333333333335,0.04032258064516129,34.344,0.05833333333333333,medium,average
1612,6.6,0.16,0.4,1.5,0.044,48.0,143.0,0.9912,3.54,0.52,12.4,7,white,41.25,7.16,0.3356643356643357,0.04439063761097659,43.896,0.041935483870967745,high,good
1613,8.3,0.42,0.62,19.25,0.04,41.0,172.0,1.0002,2.98,0.67,9.7,5,white,19.761904761904763,9.34,0.23837209302325582,0.03999200159968007,28.906,0.06907216494845361,low,average
1614,6.6,0.17,0.38,1.5,0.032,28.0,112.0,0.9914,3.25,0.55,11.4,7,white,38.8235294117647,7.1499999999999995,0.25,0.03227758725035304,37.050000000000004,0.048245614035087724,medium,good
1615,6.3,0.48,0.04,1.1,0.046,30.0,99.0,0.9928,3.24,0.36,9.6,6,white,13.125,6.819999999999999,0.30303030303030304,0.04633360193392425,31.104,0.0375,medium,average
1616,6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8,white,9.393939393939394,7.34,0.38666666666666666,0.029316619490497374,42.624,0.03046875,medium,good
1617,7.4,0.34,0.42,1.1,0.033,17.0,171.0,0.9917,3.12,0.53,11.3,6,white,21.764705882352942,8.16,0.09941520467836257,0.03327619239689422,35.256,0.046902654867256637,medium,average
1618,6.5,0.31,0.14,7.5,0.044,34.0,133.0,0.9955,3.22,0.5,9.5,5,white,20.967741935483872,6.949999999999999,0.2556390977443609,0.04419889502762431,30.590000000000003,0.05263157894736842,medium,average
1620,6.4,0.31,0.38,2.9,0.038,19.0,102.0,0.9912,3.17,0.35,11.0,7,white,20.645161290322584,7.09,0.18627450980392157,0.03833736884584342,34.87,0.031818181818181815,medium,good
1621,6.8,0.26,0.42,1.7,0.049,41.0,122.0,0.993,3.47,0.48,10.5,8,white,26.153846153846153,7.4799999999999995,0.3360655737704918,0.04934541792547835,36.435,0.045714285714285714,medium,good
1622,7.6,0.67,0.14,1.5,0.074,25.0,168.0,0.9937,3.05,0.51,9.3,5,white,11.343283582089551,8.41,0.1488095238095238,0.07446915568078896,28.365000000000002,0.05483870967741935,medium,average
1623,6.6,0.27,0.41,1.3,0.052,16.0,142.0,0.9951,3.42,0.47,10.0,6,white,24.444444444444443,7.279999999999999,0.11267605633802817,0.05225605466787257,34.2,0.047,medium,average
1624,7.0,0.25,0.32,9.0,0.046,56.0,245.0,0.9955,3.25,0.5,10.4,6,white,28.0,7.57,0.22857142857142856,0.04620793571069814,33.800000000000004,0.04807692307692307,medium,average
1625,6.9,0.24,0.35,1.0,0.052,35.0,146.0,0.993,3.45,0.44,10.0,6,white,28.750000000000004,7.49,0.23972602739726026,0.05236656596173212,34.5,0.044,medium,average
1626,7.0,0.28,0.39,8.7,0.051,32.0,141.0,0.9961,3.38,0.53,10.5,6,white,24.999999999999996,7.67,0.22695035460992907,0.051199678747113744,35.49,0.05047619047619048,medium,average
1627,7.4,0.27,0.48,1.1,0.047,17.0,132.0,0.9914,3.19,0.49,11.6,6,white,27.40740740740741,8.15,0.12878787878787878,0.047407706273956025,37.004,0.04224137931034483,medium,average
1628,7.2,0.32,0.36,2.0,0.033,37.0,114.0,0.9906,3.1,0.71,12.3,7,white,22.5,7.880000000000001,0.32456140350877194,0.03331314354936402,38.13,0.05772357723577235,medium,good
1629,8.5,0.24,0.39,10.4,0.044,20.0,142.0,0.9974,3.2,0.53,10.0,6,white,35.41666666666667,9.13,0.14084507042253522,0.04411469821535993,32.0,0.053000000000000005,medium,average
1630,8.3,0.14,0.34,1.1,0.042,7.0,47.0,0.9934,3.47,0.4,10.2,6,white,59.285714285714285,8.780000000000001,0.14893617021276595,0.04227904167505537,35.394,0.03921568627450981,medium,average
1631,7.4,0.25,0.36,2.05,0.05,31.0,100.0,0.992,3.19,0.44,10.8,6,white,29.6,8.01,0.31,0.05040322580645162,34.452,0.04074074074074074,medium,average
1632,6.2,0.12,0.34,1.5,0.045,43.0,117.0,0.9939,3.42,0.51,9.0,6,white,51.66666666666667,6.66,0.36752136752136755,0.04527618472683368,30.78,0.05666666666666667,medium,average
1633,5.8,0.27,0.2,14.95,0.044,22.0,179.0,0.9962,3.37,0.37,10.2,5,white,21.48148148148148,6.2700000000000005,0.12290502793296089,0.04416783778357759,34.373999999999995,0.03627450980392157,medium,average
1634,7.3,0.28,0.43,1.7,0.08,21.0,123.0,0.9905,3.19,0.42,12.8,5,white,26.07142857142857,8.01,0.17073170731707318,0.08076728924785462,40.832,0.032812499999999994,medium,average
1635,6.5,0.39,0.23,5.4,0.051,25.0,149.0,0.9934,3.24,0.35,10.0,5,white,16.666666666666668,7.12,0.16778523489932887,0.051338836319710084,32.400000000000006,0.034999999999999996,medium,average
1636,7.0,0.33,0.32,1.2,0.053,38.0,138.0,0.9906,3.13,0.28,11.2,6,white,21.21212121212121,7.65,0.2753623188405797,0.053502927518675546,35.056,0.025000000000000005,medium,average
1637,7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,5,white,30.416666666666668,7.93,0.30201342281879195,0.05700570057005701,27.605999999999998,0.04186046511627907,medium,average
1639,6.7,0.23,0.39,2.5,0.172,63.0,158.0,0.9937,3.11,0.36,9.4,6,white,29.130434782608695,7.32,0.3987341772151899,0.17309046996075272,29.233999999999998,0.03829787234042553,medium,average
1640,6.7,0.24,0.39,2.9,0.173,63.0,157.0,0.9937,3.1,0.34,9.4,6,white,27.916666666666668,7.33,0.4012738853503185,0.17409680990238502,29.14,0.03617021276595745,medium,average
1641,7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,6,white,22.580645161290324,7.569999999999999,0.175,0.06931886678722123,30.674,0.04693877551020408,medium,average
1642,6.6,0.24,0.27,1.4,0.057,33.0,152.0,0.9934,3.22,0.56,9.5,6,white,27.5,7.109999999999999,0.21710526315789475,0.057378699416146574,30.590000000000003,0.05894736842105264,medium,average
1643,6.7,0.23,0.26,1.4,0.06,33.0,154.0,0.9934,3.24,0.56,9.5,6,white,29.130434782608695,7.19,0.21428571428571427,0.06039863096436481,30.78,0.05894736842105264,medium,average
1644,7.4,0.18,0.31,1.4,0.058,38.0,167.0,0.9931,3.16,0.53,10.0,7,white,41.111111111111114,7.89,0.2275449101796407,0.05840298056590475,31.6,0.053000000000000005,medium,good
1645,6.2,0.45,0.26,4.4,0.063,63.0,206.0,0.994,3.27,0.52,9.8,4,white,13.777777777777779,6.91,0.3058252427184466,0.06338028169014084,32.046,0.053061224489795916,medium,poor
1646,6.2,0.46,0.25,4.4,0.066,62.0,207.0,0.9939,3.25,0.52,9.8,5,white,13.478260869565217,6.91,0.2995169082125604,0.06640507093268941,31.85,0.053061224489795916,medium,average
1648,6.9,0.19,0.35,5.0,0.067,32.0,150.0,0.995,3.36,0.48,9.8,5,white,36.31578947368421,7.44,0.21333333333333335,0.06733668341708543,32.928000000000004,0.04897959183673469,medium,average
1649,7.2,0.19,0.31,1.6,0.062,31.0,173.0,0.9917,3.35,0.44,11.7,6,white,37.89473684210526,7.7,0.1791907514450867,0.06251890692749823,39.195,0.03760683760683761,medium,average
1650,6.6,0.25,0.29,1.1,0.068,39.0,124.0,0.9914,3.34,0.58,11.0,7,white,26.4,7.14,0.31451612903225806,0.06858987290700021,36.739999999999995,0.05272727272727273,medium,good
1651,6.2,0.16,0.33,1.1,0.057,21.0,82.0,0.991,3.32,0.46,10.9,7,white,38.75,6.69,0.25609756097560976,0.05751765893037336,36.188,0.04220183486238532,medium,good
1652,6.4,0.18,0.35,1.0,0.045,39.0,108.0,0.9911,3.31,0.35,10.9,6,white,35.55555555555556,6.93,0.3611111111111111,0.045404096458480474,36.079,0.03211009174311926,medium,average
1653,6.8,0.2,0.59,0.9,0.147,38.0,132.0,0.993,3.05,0.38,9.1,6,white,34.0,7.59,0.2878787878787879,0.14803625377643503,27.755,0.04175824175824176,medium,average
1654,6.9,0.25,0.35,1.3,0.039,29.0,191.0,0.9908,3.13,0.52,11.0,6,white,27.6,7.5,0.1518324607329843,0.03936213161081954,34.43,0.04727272727272727,medium,average
1655,7.2,0.21,0.34,11.9,0.043,37.0,213.0,0.9962,3.09,0.5,9.6,6,white,34.285714285714285,7.75,0.17370892018779344,0.043164023288496285,29.663999999999998,0.052083333333333336,medium,average
1656,6.0,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,8.9,6,white,31.57894736842105,6.45,0.3401360544217687,0.048134777376654635,29.37,0.04044943820224719,medium,average
1657,6.6,0.38,0.15,4.6,0.044,25.0,78.0,0.9931,3.11,0.38,10.2,6,white,17.36842105263158,7.13,0.32051282051282054,0.04430570939482428,31.721999999999998,0.03725490196078432,medium,average
1658,7.4,0.2,0.36,1.2,0.038,44.0,111.0,0.9926,3.36,0.34,9.9,6,white,37.0,7.960000000000001,0.3963963963963964,0.0382832963933105,33.264,0.03434343434343434,medium,average
1659,6.8,0.22,0.24,4.9,0.092,30.0,123.0,0.9951,3.03,0.46,8.6,6,white,30.909090909090907,7.26,0.24390243902439024,0.09245301979700532,26.057999999999996,0.05348837209302326,medium,average
1661,7.0,0.47,0.07,1.1,0.035,17.0,151.0,0.991,3.02,0.34,10.5,5,white,14.893617021276597,7.54,0.11258278145695365,0.03531786074672049,31.71,0.032380952380952385,medium,average
1663,7.2,0.24,0.27,1.4,0.038,31.0,122.0,0.9927,3.15,0.46,10.3,6,white,30.000000000000004,7.710000000000001,0.2540983606557377,0.038279439911352874,32.445,0.04466019417475728,medium,average
1664,6.2,0.35,0.03,1.2,0.064,29.0,120.0,0.9934,3.22,0.54,9.1,5,white,17.714285714285715,6.58,0.24166666666666667,0.06442520636198913,29.302,0.059340659340659345,medium,average
1665,6.4,0.26,0.24,6.4,0.04,27.0,124.0,0.9903,3.22,0.49,12.6,7,white,24.615384615384617,6.9,0.21774193548387097,0.04039180046450571,40.572,0.03888888888888889,medium,good
1666,6.7,0.25,0.13,1.2,0.041,81.0,174.0,0.992,3.14,0.42,9.8,5,white,26.8,7.08,0.46551724137931033,0.04133064516129033,30.772000000000002,0.04285714285714285,medium,average
1667,6.7,0.23,0.31,2.1,0.046,30.0,96.0,0.9926,3.33,0.64,10.7,8,white,29.130434782608695,7.24,0.3125,0.0463429377392706,35.631,0.059813084112149535,medium,good
1668,7.4,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,0.35,9.5,5,white,30.833333333333336,7.930000000000001,0.2,0.050190724754065455,29.735,0.03684210526315789,medium,average
1669,6.2,0.27,0.43,7.8,0.056,48.0,244.0,0.9956,3.1,0.51,9.0,6,white,22.962962962962962,6.9,0.19672131147540983,0.0562474889513861,27.900000000000002,0.05666666666666667,medium,average
1670,6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5,white,22.666666666666668,7.33,0.21174004192872117,0.0612572805784294,31.54,0.06315789473684211,medium,average
1671,6.0,0.27,0.28,4.8,0.063,31.0,201.0,0.9964,3.69,0.71,10.0,5,white,22.22222222222222,6.55,0.15422885572139303,0.06322761942994781,36.9,0.071,high,average
1672,8.6,0.23,0.46,1.0,0.054,9.0,72.0,0.9941,2.95,0.49,9.1,6,white,37.391304347826086,9.290000000000001,0.125,0.0543204908962881,26.845,0.05384615384615385,low,average
1675,7.1,0.18,0.36,1.4,0.043,31.0,87.0,0.9898,3.26,0.37,12.7,7,white,39.44444444444444,7.64,0.3563218390804598,0.043443119822186294,41.401999999999994,0.029133858267716535,medium,good
1676,7.0,0.32,0.34,1.3,0.042,20.0,69.0,0.9912,3.31,0.65,12.0,7,white,21.875,7.66,0.2898550724637681,0.04237288135593221,39.72,0.05416666666666667,medium,good
1677,7.4,0.18,0.3,8.8,0.064,26.0,103.0,0.9961,2.94,0.56,9.3,5,white,41.111111111111114,7.88,0.2524271844660194,0.06425057725128,27.342000000000002,0.060215053763440864,low,average
1678,6.7,0.54,0.28,5.4,0.06,21.0,105.0,0.9949,3.27,0.37,9.0,5,white,12.407407407407407,7.5200000000000005,0.2,0.06030756859985928,29.43,0.04111111111111111,medium,average
1679,6.8,0.22,0.31,1.4,0.053,34.0,114.0,0.9929,3.39,0.77,10.6,6,white,30.909090909090907,7.329999999999999,0.2982456140350877,0.05337899083492799,35.934,0.07264150943396226,medium,average
1680,7.1,0.2,0.34,16.0,0.05,51.0,166.0,0.9985,3.21,0.6,9.2,6,white,35.49999999999999,7.64,0.3072289156626506,0.0500751126690035,29.531999999999996,0.06521739130434782,medium,average
1681,7.1,0.34,0.2,6.1,0.063,47.0,164.0,0.9946,3.17,0.42,10.0,5,white,20.882352941176467,7.64,0.2865853658536585,0.06334204705409209,31.7,0.041999999999999996,medium,average
1682,7.3,0.22,0.3,8.2,0.047,42.0,207.0,0.9966,3.33,0.46,9.5,6,white,33.18181818181818,7.819999999999999,0.2028985507246377,0.047160345173590204,31.635,0.04842105263157895,medium,average
1683,7.1,0.43,0.61,11.8,0.045,54.0,155.0,0.9974,3.11,0.45,8.7,5,white,16.511627906976745,8.139999999999999,0.34838709677419355,0.045117304992981756,27.056999999999995,0.05172413793103449,medium,average
1684,7.1,0.44,0.62,11.8,0.044,52.0,152.0,0.9975,3.12,0.46,8.7,6,white,16.136363636363637,8.16,0.34210526315789475,0.04411027568922305,27.144,0.05287356321839081,medium,average
1685,7.2,0.39,0.63,11.0,0.044,55.0,156.0,0.9974,3.09,0.44,8.7,6,white,18.46153846153846,8.22,0.3525641025641026,0.04411469821535993,26.882999999999996,0.05057471264367817,medium,average
1686,6.8,0.25,0.31,13.3,0.05,69.0,202.0,0.9972,3.22,0.48,9.7,6,white,27.2,7.359999999999999,0.3415841584158416,0.05014039310068191,31.233999999999998,0.04948453608247423,medium,average
1690,6.1,0.27,0.43,7.5,0.049,65.0,243.0,0.9957,3.12,0.47,9.0,5,white,22.592592592592588,6.799999999999999,0.2674897119341564,0.049211609922667474,28.080000000000002,0.05222222222222222,medium,average
1691,6.9,0.24,0.33,1.7,0.035,47.0,136.0,0.99,3.26,0.4,12.6,7,white,28.750000000000004,7.470000000000001,0.34558823529411764,0.03535353535353536,41.07599999999999,0.03174603174603175,medium,good
1692,6.9,0.21,0.33,1.8,0.034,48.0,136.0,0.9899,3.25,0.41,12.6,7,white,32.85714285714286,7.44,0.35294117647058826,0.03434690372764926,40.949999999999996,0.03253968253968254,medium,good
